line_number,code,risk_score,file,commit_id
461,if ( pfxLen > 0 ) {,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,d844d1eb5e5b530a82b77302f1f284fd2f924be3
464,return createBigInteger ( str ) ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,d844d1eb5e5b530a82b77302f1f284fd2f924be3
470,},0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,d844d1eb5e5b530a82b77302f1f284fd2f924be3
708,pos + = 2 ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
717,"final BigInteger value = new BigInteger ( str . substring ( pos ) , radix ) ;",0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
715,},0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
714,pos + + ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
713,radix = 8 ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
712,"} else if ( str . startsWith ( `` 0 `` , pos ) & & str . length ( ) > pos + 1 ) {",0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
711,pos + + ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
710,radix = 16 ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
709,"} else if ( str . startsWith ( `` # `` , pos ) ) {",0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
707,radix = 16 ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
706,"if ( str . startsWith ( `` 0x `` , pos ) | | str . startsWith ( `` 0x `` , pos ) ) {",0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
705,},0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
704,pos = 1 ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
703,negate = true ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
702,if ( str . startsWith ( `` - `` ) ) {,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
701,boolean negate = false ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
700,int radix = 10 ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
699,int pos = 0 ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
718,return negate ? value . negate ( ) : value ;,0,src/main/java/org/apache/commons/lang3/math/NumberUtils.java,c1f9320476ab9e5f262fdf8a5b3e1ff70199aed8
213,final boolean [ ] primitive = ArrayUtils . toPrimitive ( array ) ;,3,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
162,public static boolean isOneTrue ( final boolean . . . array ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
186,return trueCount = = 1 ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
217,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
216,throw new IllegalArgumentException ( `` The array must not contain any null elements `` ) ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
215,} catch ( final NullPointerException ex ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
214,return isOneTrue ( primitive ) ? Boolean . TRUE : Boolean . FALSE ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
212,try {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
211,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
210,throw new IllegalArgumentException ( `` Array is empty `` ) ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
209,if ( array . length = = 0 ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
208,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
207,throw new IllegalArgumentException ( `` The Array must not be null `` ) ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
206,if ( array = = null ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
205,public static Boolean isOneTrue ( final Boolean . . . array ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
187,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
183,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
164,if ( array = = null ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
182,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
181,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
180,return false ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
179,} else {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
178,trueCount + + ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
177,if ( trueCount < 1 ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
176,if ( element ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
173,for ( final boolean element : array ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
172,int trueCount = 0 ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
169,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
168,throw new IllegalArgumentException ( `` Array is empty `` ) ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
167,if ( array . length = = 0 ) {,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
166,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
165,throw new IllegalArgumentException ( `` The Array must not be null `` ) ;,0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
218,},0,src/main/java/org/apache/commons/lang3/BooleanUtils.java,0de9354f505f415c7ad35fe735cebab4900a698a
106,"public static boolean containsAny ( final String str , final String . . . set ) {",2,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
107,if ( StringUtils . isEmpty ( str ) | | deepEmpty ( set ) ) {,1,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
110,final CharSet chars = CharSet . getInstance ( set ) ;,1,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
108,return false ;,0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
109,},0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
111,for ( final char c : str . toCharArray ( ) ) {,0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
112,if ( chars . contains ( c ) ) {,0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
113,return true ;,0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
114,},0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
115,},0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
116,return false ;,0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
117,},0,src/main/java/org/apache/commons/lang3/CharSetUtils.java,bb95f8a19470f38587780d5b29387d328b9160f6
7101,"public static int getFuzzyDistance ( final CharSequence term , final CharSequence query , final Locale locale ) {",0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7102,if ( term = = null | | query = = null ) {,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7151,return score ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7149,},0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7148,},0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7147,},0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7146,termCharacterMatchFound = true ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7142,previousMatchingCharacterIndex = termIndex ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7140,},0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7139,score + = 2 ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7138,if ( previousMatchingCharacterIndex + 1 = = termIndex ) {,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7134,score + + ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7132,if ( queryChar = = termChar ) {,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7130,char termChar = termLowerCase . charAt ( termIndex ) ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7129,for ( ; termIndex < termLowerCase . length ( ) & & ! termCharacterMatchFound ; termIndex + + ) {,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7128,boolean termCharacterMatchFound = false ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7126,char queryChar = queryLowerCase . charAt ( queryIndex ) ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7125,for ( int queryIndex = 0 ; queryIndex < queryLowerCase . length ( ) ; queryIndex + + ) {,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7123,int previousMatchingCharacterIndex = Integer . MIN _ VALUE ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7120,int termIndex = 0 ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7116,int score = 0 ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7113,final String queryLowerCase = query . toString ( ) . toLowerCase ( locale ) ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7112,final String termLowerCase = term . toString ( ) . toLowerCase ( locale ) ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7106,},0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7105,throw new IllegalArgumentException ( `` Locale must not be null `` ) ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7104,} else if ( locale = = null ) {,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7103,throw new IllegalArgumentException ( `` Strings must not be null `` ) ;,0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
7152,},0,src/main/java/org/apache/commons/lang3/StringUtils.java,b78295b4faca2fd26024a26ef4638b0dce5d40a3
